year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2024,Azerbaijan,azerbaijan,media outlet,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Authorities blocked the websites of RFE/RL; the Organized Crime and Corruption Reporting Project; domestic media outlets including Abzas, Azadliq, Toplum, Bastainfo, Criminal, Top Xeber, Fia, Monitortv, Xural, Az24saat, Anaxaber, Gununsesi, and Arqument.az; and the Germany-based media outlet Meydan TV."
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,Activists asserted authorities conducted cyberattacks and used other measures and proxies to disrupt internet television programs.
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,The government monitored internet communications of civil society activists.
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,Activists reported being harassed by police and forced to delete critical Facebook posts under threat of physical abuse.
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Activists were frequently questioned, detained, and sentenced to administrative detention for posting criticism of government actions and commenting on human rights abuses online."
2024,Azerbaijan,azerbaijan,domestic observers,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,International organizations and domestic observers asserted the government used bots or trolls to manipulate social media discourse.
2024,Azerbaijan,azerbaijan,Freedom House,international NGO,gazetteer,high,Section 2. Liberty,a. Freedom of the Press,rules,"Freedom House’s annual Freedom on the Net survey asserted that internet freedom in the country “plummeted further” due to widespread arrests of activists and independent journalists, increased self-censorship, and government manipulation of the information space."
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Freedom House’s annual Freedom on the Net survey asserted that internet freedom in the country “plummeted further” due to widespread arrests of activists and independent journalists, increased self-censorship, and government manipulation of the information space."
2024,Azerbaijan,azerbaijan,independent journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Freedom House’s annual Freedom on the Net survey asserted that internet freedom in the country “plummeted further” due to widespread arrests of activists and independent journalists, increased self-censorship, and government manipulation of the information space."
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"It also noted the government blocked numerous independent and opposition websites, forced activists to remove content, rejected the applications of several independent media outlets to join the media registry during implementation of the 2022 media law, and prosecuted activists for online criticism of the government."
2024,Azerbaijan,azerbaijan,independent media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"It also noted the government blocked numerous independent and opposition websites, forced activists to remove content, rejected the applications of several independent media outlets to join the media registry during implementation of the 2022 media law, and prosecuted activists for online criticism of the government."
2024,Azerbaijan,azerbaijan,independent trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Freedom of Association and Collective Bargaining The law provided for the right of workers to form and join independent trade unions and engage in collective bargaining, provided an organization had at least seven employees."
2024,Azerbaijan,azerbaijan,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Virtually all unions were members of the government-affiliated Azerbaijan Trade Unions Confederation (ATUC).
2024,Azerbaijan,azerbaijan,independent trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Few independent trade unions existed outside ATUC, and those that did were unable to register with the government."
2024,Azerbaijan,azerbaijan,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Production-sharing agreements in the oil and gas sector superseded domestic law and often did not include provisions for employee participation in a trade union.
2024,Azerbaijan,azerbaijan,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The law prohibited antiunion discrimination against trade unions and labor activists and required the reinstatement of workers fired for union activity.
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The law prohibited antiunion discrimination against trade unions and labor activists and required the reinstatement of workers fired for union activity.
2024,Azerbaijan,azerbaijan,international nongovernmental organizations,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Both local and international nongovernmental organizations (NGOs) claimed workers in most industries were largely unaware of their rights and afraid of retribution if they exercised those rights or initiated complaints.
2024,Azerbaijan,azerbaijan,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Both local and international nongovernmental organizations (NGOs) claimed workers in most industries were largely unaware of their rights and afraid of retribution if they exercised those rights or initiated complaints.
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Labor activists and workers attempting to organize on behalf of independent contractors, particularly food delivery workers, faced harassment."
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Labor activists from the independent Trade Union Confederation Workers Desk, including Afiyaddin Mammadov, Mohyaddin Orujov, Aykhan Israfilov, and Elvin Mustafayev, remained imprisoned since an August 2023 food delivery workers’ strike."
2024,Azerbaijan,azerbaijan,independent trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Labor activists from the independent Trade Union Confederation Workers Desk, including Afiyaddin Mammadov, Mohyaddin Orujov, Aykhan Israfilov, and Elvin Mustafayev, remained imprisoned since an August 2023 food delivery workers’ strike."
2024,Azerbaijan,azerbaijan,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to certain NGOs, authorities brought unrelated criminal charges against these individuals to suppress their activism and silence dissent within the labor movement."
2024,Azerbaijan,azerbaijan,local human rights groups,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Local human rights groups, including the Oil Workers’ Rights Defense Organization, an NGO dedicated to protecting worker rights in the petroleum sector, asserted employers, particularly foreign oil companies, did not always treat foreign and domestic workers equally."
2024,Azerbaijan,azerbaijan,ngo,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Local human rights groups, including the Oil Workers’ Rights Defense Organization, an NGO dedicated to protecting worker rights in the petroleum sector, asserted employers, particularly foreign oil companies, did not always treat foreign and domestic workers equally."
2024,Azerbaijan,azerbaijan,International Committee of the Red Cross,international NGO,gazetteer,high,Section 2. Liberty,c. Disappearance and Abduction,rules,"Disappearance According to the International Committee of the Red Cross, approximately 4,000 Azerbaijanis and 1,000 Armenians remained unaccounted for since the 1990s due to conflicts."
2024,Azerbaijan,azerbaijan,Captive and Missing,named (unclassified),pattern,medium,Section 2. Liberty,c. Disappearance and Abduction,rules,"The State Committee on the Captive and Missing reported 3,959 Azerbaijanis were registered as missing as a result of fighting in the Nagorno-Karabakh conflict in the 1990s, as well as six service members missing from 2020 fighting."
2024,Azerbaijan,azerbaijan,local human rights organizations,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,Local human rights organizations reported authorities often made arrests based on spurious charges.
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Police periodically detained opposition and other activists on administrative charges, such as insubordination to police, and subsequently took them to local courts where judges convicted and sentenced them to periods of administrative detention ranging from 10 to 30 days."
2024,Azerbaijan,azerbaijan,Human Rights Watch,international NGO,gazetteer,high,Section 2. Liberty,c. Disappearance and Abduction,rules,Local and international NGOs such as Amnesty International and Human Rights Watch criticized the government for arresting individuals exercising their fundamental rights and noted authorities frequently fabricated charges against those individuals.
2024,Azerbaijan,azerbaijan,Amnesty International,international NGO,gazetteer,high,Section 2. Liberty,c. Disappearance and Abduction,rules,Local and international NGOs such as Amnesty International and Human Rights Watch criticized the government for arresting individuals exercising their fundamental rights and noted authorities frequently fabricated charges against those individuals.
2024,Azerbaijan,azerbaijan,international ngos,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,Local and international NGOs such as Amnesty International and Human Rights Watch criticized the government for arresting individuals exercising their fundamental rights and noted authorities frequently fabricated charges against those individuals.
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Lengthy pretrial detention was a significant problem, particularly in cases involving political figures and activists who claimed it was used as a tool for political repression."
2024,Azerbaijan,azerbaijan,ngos,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,NGOs asserted his arrest was arbitrary due to a lack of substantial evidence.
2024,Azerbaijan,azerbaijan,ngos,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to these NGOs, Yagublu was detained without proper judicial authorization, held for an extended period before being formally charged, and faced restricted access to legal counsel."
2024,Azerbaijan,azerbaijan,observers,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"During the year, observers reported the government took no action in response to the CPT reports on visits the CPT conducted to the country in 2020 and 2022."
2024,Azerbaijan,azerbaijan,independent media outlet,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"Ulvi Hasanli, editor in chief of the domestic independent media outlet Abzas Media, claimed he witnessed and documented instances of abuse of prisoners and corruption at Baku Detention Center Number One during his year of detention ending in November."
2024,Azerbaijan,azerbaijan,local ngos,unnamed/generic,generic,low,Section 3. Security of the Person,b. Protection of Children,rules,"A number of local NGOs were active in raising awareness and provided support to women from vulnerable groups, especially those in rural areas."
2024,Azerbaijan,azerbaijan,human rights groups,unnamed/generic,generic,low,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,"Human rights groups alleged the government used paid “trolls” on social media platforms to threaten exiled activists with physical violence, as well as to send threatening electronic messages."
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,"Human rights groups alleged the government used paid “trolls” on social media platforms to threaten exiled activists with physical violence, as well as to send threatening electronic messages."
2024,Azerbaijan,azerbaijan,Amnesty International,international NGO,gazetteer,high,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,"On October 3, Amnesty International urged French authorities to consider all possible motives for his killing, including his criticism of the Azerbaijani government, and emphasized the need to protect exiled activists from such violent acts and ensure that those responsible were brought to justice in fair trials."
2024,Azerbaijan,azerbaijan,activists,unnamed/generic,generic,low,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,"On October 3, Amnesty International urged French authorities to consider all possible motives for his killing, including his criticism of the Azerbaijani government, and emphasized the need to protect exiled activists from such violent acts and ensure that those responsible were brought to justice in fair trials."
2024,Azerbaijan,azerbaijan,journalists,unnamed/generic,generic,low,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,There were reports dissidents and journalists who lived outside the country suffered digital harassment.
2024,Azerbaijan,azerbaijan,journalist,unnamed/generic,generic,low,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,"On July 17, Afgan Sadigov, a self-exiled Azerbaijani journalist, was prevented from traveling from Tbilisi to Turkey with his family and was reportedly told by Georgian authorities that he could travel only to Azerbaijan."
2024,Azerbaijan,azerbaijan,Amnesty International,international NGO,gazetteer,high,Section 3. Security of the Person,e. Instances of Transnational Repression,rules,"Georgian authorities arrested him on August 4 based on a request from Azerbaijan, where he was wanted for alleged “extortion” and issuing “threats.” On August 5, Amnesty International publicly urged Georgia not to extradite him to Azerbaijan, citing concerns regarding human rights violations including torture, arbitrary incarceration, and an unfair trial."
2024,Bahrain,bahrain,nongovernmental organizations,unnamed/generic,generic,low,Executive Summary,,rules,Nongovernmental organizations and activists assessed that the releases included a significant number of political prisoners.
2024,Bahrain,bahrain,activists,unnamed/generic,generic,low,Executive Summary,,rules,Nongovernmental organizations and activists assessed that the releases included a significant number of political prisoners.
2024,Bahrain,bahrain,journalists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: cruel, inhuman, or degrading treatment or punishment; arbitrary arrest or detention; and serious restrictions on freedom of expression and media freedom, including unjustified arrests or prosecutions of journalists, and censorship."
2024,Bahrain,bahrain,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The constitution provided for freedom of speech, including for members of the press and other media, but only if “the fundamental beliefs of Islamic doctrine are not infringed, the unity of the people is not prejudiced, and discord and sectarianism are not aroused.” The government limited freedom of expression and press freedom through prosecutions of individuals under libel, slander, and national security laws that targeted both professional and citizen journalists."
2024,Bahrain,bahrain,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The penal code allowed penalties of no less than one year and no more than seven years of imprisonment, plus a fine, for anyone who “offends the monarch of the Kingdom of Bahrain, the flag, or the national emblem.” On May 8, a criminal court sentenced Mohammed al-Zayani, a retired Bahrain Defense Force officer and social media figure, to three months’ imprisonment and a fine of 1,000 dinars ($2,650) for sharing a video on social media that “publicly incites hatred against the Shia community.” Physical Attacks, Imprisonment, and Pressure According to opposition social media accounts, authorities sometimes summoned citizen journalists active on social media to account for their reporting."
2024,Bahrain,bahrain,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,International media representatives also reported difficulty obtaining visas to work as journalists.
2024,Bahrain,bahrain,experts,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"On May 8, five UN experts and the UN Working Group on Arbitrary Detention sent a letter to the government expressing concern regarding the arrest, mistreatment, and detention of Hashem al-Wadaei, the brother-in-law of human rights defender Sayed Ahmed al-Wadaei."
2024,Bahrain,bahrain,human rights defender,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"On May 8, five UN experts and the UN Working Group on Arbitrary Detention sent a letter to the government expressing concern regarding the arrest, mistreatment, and detention of Hashem al-Wadaei, the brother-in-law of human rights defender Sayed Ahmed al-Wadaei."
2024,Bahrain,bahrain,experts,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The experts stated the government’s actions aimed to intimidate and impair Sayed Ahmed al-Wadaei’s human rights activities and might be in reprisal for his cooperation with UN human rights mechanisms, in particular his attendance at the 34th session of the Human Rights Council in 2017."
2024,Bahrain,bahrain,media reports,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Ministry of Information Affairs personnel monitored media reports on matters deemed sensitive, especially those related to religious sects, national security, criticism of the country’s ruling family or the judiciary, and the Saudi royal family."
2024,Bahrain,bahrain,independent trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Freedom of Association and Collective Bargaining The constitution and labor code recognized the right to form and join independent trade unions, as well as the right to strike, but with significant restrictions."
2024,Bahrain,bahrain,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The law prohibited trade unions in the public sector.
2024,Bahrain,bahrain,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Public-sector workers could join private-sector trade unions and professional associations, although these entities could not bargain on their behalf."
2024,Bahrain,bahrain,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"There were two licensed, multisectoral trade union federations, the General Federation for Bahrain Trade Unions and the Bahrain Free Labor Unions Federations."
2024,Bahrain,bahrain,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"There were two licensed, multisectoral trade union federations, the General Federation for Bahrain Trade Unions and the Bahrain Free Labor Unions Federations."
2024,Bahrain,bahrain,labor unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"There were two licensed, multisectoral trade union federations, the General Federation for Bahrain Trade Unions and the Bahrain Free Labor Unions Federations."
2024,Bahrain,bahrain,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"By law, only trade union organizations could organize and announce strikes."
2024,Bahrain,bahrain,International Labor Organization,UN body,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,"The law prohibited strikes in 12 “vital” sectors, the scope of which exceeded International Labor Organization standards, including the oil, gas, education, telecommunications, transportation, and health sectors, as well as pharmacies and bakeries."
2024,Bahrain,bahrain,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The law allowed trade unions and federations of unions from “similar” sectors.
2024,Bahrain,bahrain,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,An individual convicted of criminal acts that led to the dissolution of a trade union was prohibited from holding any union leadership position.
2024,Bahrain,bahrain,nongovernmental organizations,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Nongovernmental organizations (NGOs) expressed concern that resources for enforcement of the laws were inadequate for the number of worksites and workers, that worksites would not be inspected, and that violations would continue."
2024,Bahrain,bahrain,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Nongovernmental organizations (NGOs) expressed concern that resources for enforcement of the laws were inadequate for the number of worksites and workers, that worksites would not be inspected, and that violations would continue."
2024,Bahrain,bahrain,local observers,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Authorities enforced the ban with regard to large firms, but according to local observers, violations by smaller businesses were common and without consequences."
2024,Bahrain,bahrain,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to NGOs, workplace safety inspection and compliance were substandard."
2024,Bahrain,bahrain,United Nations,UN body,gazetteer,high,Section 2. Liberty,c. Disappearance and Abduction,rules,"On August 20, the UN secretary-general issued a report on reprisals for cooperation with the United Nations, citing the cases of Abdulhadi al- Khawaja, Abduljalil al-Singace, Sayed Ahmed al-Wadaei, and Hassan Mushaima as human rights activists subjected to arbitrary arrest, lengthy sentences, mistreatment, torture, and removal of citizenship, among other forms of reprisals."
2024,Bahrain,bahrain,human rights activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"On August 20, the UN secretary-general issued a report on reprisals for cooperation with the United Nations, citing the cases of Abdulhadi al- Khawaja, Abduljalil al-Singace, Sayed Ahmed al-Wadaei, and Hassan Mushaima as human rights activists subjected to arbitrary arrest, lengthy sentences, mistreatment, torture, and removal of citizenship, among other forms of reprisals."
2024,Bahrain,bahrain,human rights groups,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Human rights groups reported the Ministry of Interior summoned and questioned individuals for attending protests and demonstrations, expressing their opinion in public or on social media, and calling for an end to the monarchy (which authorities considered a terrorist act)."
2024,Bahrain,bahrain,human rights activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to a May 22 report from Front Line Defenders, authorities subjected human rights activists to judicial harassment, intimidation, and threats to their livelihoods, and in many cases charged them under “terrorist” or “national security”-related laws with lengthy prison sentences “to silence criticism of human rights violations in the country.” On March 25, the Ministry of Interior Criminal Investigation Directorate reportedly summoned opposition figure Ebrahim Sharif for questioning after he criticized local housing conditions and the country’s sovereign wealth fund Mumtalakat on social media and alleged the government misused public money."
2024,Bahrain,bahrain,activist,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"His wife, political activist Farida Ghulam, said on X (formerly Twitter) he was detained and referred to the public prosecution for investigation due to describing Mumtalakat’s acquisition of the British McLaren Group as a waste of public funds when pressing social needs needed to be addressed."
2024,Bahrain,bahrain,international human rights organizations,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"Punishment The constitution prohibited such practices, but domestic and international human rights organizations, as well as detainees and former detainees, maintained that abuse and other cruel, inhuman, or degrading treatment or punishment by government security officials continued during the year."
2024,Bahrain,bahrain,experts,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"On July 11, five UN experts sent a letter to the government expressing concern regarding the impact of the “continued arbitrary detention of human rights defenders” Abduljalil al-Singace, Hassan Mushaima, Abdulla Isa Abdullah Mahroos, and Abdulhadi al-Khawaja on their health."
2024,Bahrain,bahrain,human rights defenders,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"On July 11, five UN experts sent a letter to the government expressing concern regarding the impact of the “continued arbitrary detention of human rights defenders” Abduljalil al-Singace, Hassan Mushaima, Abdulla Isa Abdullah Mahroos, and Abdulhadi al-Khawaja on their health."
2024,Bahrain,bahrain,experts,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,The experts reported al-Singace and Mushaima were held in prolonged solitary confinement and denied access to sunlight since their transfer to Kanoo Medical Center in 2021.
2024,Bahrain,bahrain,Ministry of Health,named (unclassified),pattern,medium,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"The Ministry of Health stated al-Ramram’s death was due to cardiorespiratory arrest following chronic health problems, and stated he received 201 medical checkups between 2018 and his last appointment nine days prior to his death."
2024,Bahrain,bahrain,activists,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"Activists, however, claimed medical negligence caused his demise."
2024,Bahrain,bahrain,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"In August, NGOs, activists, and opposition social media accounts reported prison authorities restricted water and food portions starting in May in response to the protests and turned off air conditioning and electricity intermittently in July and August."
2024,Bahrain,bahrain,activists,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"In August, NGOs, activists, and opposition social media accounts reported prison authorities restricted water and food portions starting in May in response to the protests and turned off air conditioning and electricity intermittently in July and August."
2024,Bahrain,bahrain,experts,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"On August 12, three UN experts sent a letter to the government asserting that conditions at Jaw Prison “do not appear to comply with the requirements of humane and dignified treatment.” The experts also expressed concerns regarding “restrictions on prisoners’ movements to court, clinic, or hospital appointments.” According to a December 15 report from the opposition-affiliated human rights organization Bahrain Institute for Rights and Democracy (BIRD), approximately 1,000 political prisoners were protesting in March, but more than 800 political prisoners were pardoned collectively in the April 8, June 15, and September 4 pardons."
2024,Bahrain,bahrain,human rights organization,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"On August 12, three UN experts sent a letter to the government asserting that conditions at Jaw Prison “do not appear to comply with the requirements of humane and dignified treatment.” The experts also expressed concerns regarding “restrictions on prisoners’ movements to court, clinic, or hospital appointments.” According to a December 15 report from the opposition-affiliated human rights organization Bahrain Institute for Rights and Democracy (BIRD), approximately 1,000 political prisoners were protesting in March, but more than 800 political prisoners were pardoned collectively in the April 8, June 15, and September 4 pardons."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues – primarily under the previous government – included credible reports of: arbitrary or unlawful killings; disappearances; torture or cruel, inhuman, or degrading treatment or punishment; arbitrary arrest or detention; transnational repression against individuals in another country by the previous government, serious restrictions on freedom of expression and media freedom, including violence or threats of violence against journalists, unjustified arrests or prosecutions of journalists, and censorship; significant restrictions on workers’ freedom of association; violence or threats against labor activists or union members; and significant presence of the worst forms of child labor."
2024,Bangladesh,bangladesh,activists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues – primarily under the previous government – included credible reports of: arbitrary or unlawful killings; disappearances; torture or cruel, inhuman, or degrading treatment or punishment; arbitrary arrest or detention; transnational repression against individuals in another country by the previous government, serious restrictions on freedom of expression and media freedom, including violence or threats of violence against journalists, unjustified arrests or prosecutions of journalists, and censorship; significant restrictions on workers’ freedom of association; violence or threats against labor activists or union members; and significant presence of the worst forms of child labor."
2024,Bangladesh,bangladesh,human rights organizations,unnamed/generic,generic,low,Executive Summary,,rules,Credible reports by human rights organizations and media documented serious human rights abuses by the former ruling Awami League party’s student wing Bangladesh Chhatra League in July and August.
2024,Bangladesh,bangladesh,United Nations,UN body,gazetteer,high,Executive Summary,,rules,The Interim Government worked with the United Nations and used both its ordinary justice system and the Bangladeshi International Criminal Tribunal to hold the perpetrators accountable.
2024,Bangladesh,bangladesh,Human Rights Support Society (HRSS),named (unclassified),pattern,medium,Section 1. Life,a. Extrajudicial Killings,rules,"Local human rights organization Human Rights Support Society (HRSS) reported in October at least 986 persons, including students, children, political activists, laborers, and police, were killed between July 16 and September 9."
2024,Bangladesh,bangladesh,local human rights organization,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,"Local human rights organization Human Rights Support Society (HRSS) reported in October at least 986 persons, including students, children, political activists, laborers, and police, were killed between July 16 and September 9."
2024,Bangladesh,bangladesh,activists,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,"Local human rights organization Human Rights Support Society (HRSS) reported in October at least 986 persons, including students, children, political activists, laborers, and police, were killed between July 16 and September 9."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,"The victims included 107 children, six journalists, and 51 law enforcement personnel."
2024,Bangladesh,bangladesh,Salish Kendra (ASK),named (unclassified),pattern,medium,Section 1. Life,a. Extrajudicial Killings,rules,"Domestic human rights organization Ain o Salish Kendra (ASK) reported that excluding those killed during the student protests, 17 individuals died from January to October in alleged extrajudicial killings or while in custody, including three in a confrontation with police and joint forces (comprising police and army), one in a cross fire with Border Guard Bangladesh (BGB), one by suicide in custody, and 12 due to alleged physical torture while in custody."
2024,Bangladesh,bangladesh,domestic human rights organization,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,"Domestic human rights organization Ain o Salish Kendra (ASK) reported that excluding those killed during the student protests, 17 individuals died from January to October in alleged extrajudicial killings or while in custody, including three in a confrontation with police and joint forces (comprising police and army), one in a cross fire with Border Guard Bangladesh (BGB), one by suicide in custody, and 12 due to alleged physical torture while in custody."
2024,Bangladesh,bangladesh,Ministry of Law,named (unclassified),pattern,medium,Section 2. Liberty,a. Freedom of the Press,rules,The Ministry of Law stated anyone detained in those cases would be released.
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"In October and November, the IG revoked the credentials of 167 journalists connected with the previous government or ruling party."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Without accreditation, journalists could write and publish through media outlets but were denied entry to government ministries, restricting their ability to cover official events or press conferences inside the government secretariat complex, which housed most ministries."
2024,Bangladesh,bangladesh,media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Without accreditation, journalists could write and publish through media outlets but were denied entry to government ministries, restricting their ability to cover official events or press conferences inside the government secretariat complex, which housed most ministries."
2024,Bangladesh,bangladesh,Ministry of Law,named (unclassified),pattern,medium,Section 2. Liberty,a. Freedom of the Press,rules,The Ministry of Law stated detainees under these laws would be released through legal proceedings.
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Physical Attacks, Imprisonment, and Pressure Authorities, including police, intelligence services, and student affiliates of the previous ruling party, subjected journalists to violence, harassment, and intimidation, especially when tied to the DSA, which human rights activists called a government and ruling party tool to intimidate journalists."
2024,Bangladesh,bangladesh,human rights activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Physical Attacks, Imprisonment, and Pressure Authorities, including police, intelligence services, and student affiliates of the previous ruling party, subjected journalists to violence, harassment, and intimidation, especially when tied to the DSA, which human rights activists called a government and ruling party tool to intimidate journalists."
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,ASK reported 388 journalists were victims of harassment and attacks in 115 instances from January to August.
2024,Bangladesh,bangladesh,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,It reported five journalists were shot in the line of duty during student protests in July and August.
