year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2023,Croatia,croatia,experts,unnamed/generic,generic,low,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"Responsibility for identifying unsafe situations remained with OSH experts, not the worker."
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"There were multiple reports of detained activists and protesters whose whereabouts were unknown for hours or days because the government did not register these detentions, many of which occurred at unregistered sites."
2023,Cuba,cuba,local nongovernmental organization,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"Justicia 11J, a local nongovernmental organization (NGO), and Cubalex, a Cuban NGO based abroad, tracked cases related to the oppression of protesters and stated disappearances included prison transfers that were not reported."
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,b. Disappearance,rules,"Justicia 11J, a local nongovernmental organization (NGO), and Cubalex, a Cuban NGO based abroad, tracked cases related to the oppression of protesters and stated disappearances included prison transfers that were not reported."
2023,Cuba,cuba,Human Rights Watch,international NGO,gazetteer,high,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Members of the security forces and their agents reportedly harassed, intimidated, and physically assaulted human rights and prodemocracy advocates, political dissidents, and peaceful demonstrators, and did so with impunity, according to reports from the NGOs Justicia 11J, Prisoners Defenders, Cubalex, and Human Rights Watch."
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Members of the security forces and their agents reportedly harassed, intimidated, and physically assaulted human rights and prodemocracy advocates, political dissidents, and peaceful demonstrators, and did so with impunity, according to reports from the NGOs Justicia 11J, Prisoners Defenders, Cubalex, and Human Rights Watch."
2023,Cuba,cuba,NGO Christian Solidarity Worldwide,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The NGO Christian Solidarity Worldwide reported prison authorities repeatedly ridiculed imprisoned religious leaders for their religious beliefs.
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The NGO Christian Solidarity Worldwide reported prison authorities repeatedly ridiculed imprisoned religious leaders for their religious beliefs.
2023,Cuba,cuba,Spain-based NGO Prisoners Defenders,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"On May 30, the Spain-based NGO Prisoners Defenders released a report that documented 181 cases of torture of political prisoners in the country from April 2022 through March."
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"On May 30, the Spain-based NGO Prisoners Defenders released a report that documented 181 cases of torture of political prisoners in the country from April 2022 through March."
2023,Cuba,cuba,Prisoners Defenders,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Prisoners Defenders estimated the government had more than 200 such facilities and more than 90,000 prisoners in 2020."
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The Spain-based NGO Cuban Observatory of Human Rights listed 293 penitentiary centers.
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Prisoners, family members, and NGOs reported inadequate health care in prisons, which led to or aggravated multiple maladies."
2023,Cuba,cuba,domestic human rights groups,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"Independent Monitoring: The government did not permit independent international or domestic human rights groups to monitor prison conditions, and it denied access to detainees by international humanitarian organizations."
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,Arbitrary Arrest: The government continued its pattern of arbitrary arrests of activists and dissidents and their relatives.
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,Police routinely stopped and questioned citizens and carried out search-and-seizure operations directed at known activists.
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Police used legal provisions against public disorder, contempt of authority, lack of respect, aggression, and failure to pay minimal or arbitrary fines as ways to detain, threaten, and arrest civil society activists."
2023,Cuba,cuba,journalists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"In October, state security agents detained two journalists before they could travel to report on the increase in violence in an area called La Candonga in Holguin Province."
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,The government frequently detained activists without informing them of the charges against them and often denied them the ability to communicate with their relatives.
2023,Cuba,cuba,activist,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,Authorities reportedly held activist Aniette González García in preventive custody for four months without her lawyer being able to access the state’s case file.
2023,Cuba,cuba,United Nations,UN body,gazetteer,high,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,The government refused access to its prisons and detention centers by international humanitarian organizations and the United Nations.
2023,Cuba,cuba,Prisoners Defenders,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Prisoners Defenders estimated there were at least 1,047 political prisoners in detention as of August."
2023,Cuba,cuba,human rights activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,This allowed government authorities to prosecute and sentence peaceful human rights activists for alleged criminal violations.
2023,Cuba,cuba,Lizandra Góngora Espinosa,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"On July 11, political prisoner Lizandra Góngora Espinosa reported she was transferred to Los Colonos Prison in Isla de la Juventud, outside of her home province, and threatened with transfer to a prison even farther away."
2023,Cuba,cuba,journalists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"h. Arbitrary or Unlawful Interference with Privacy, Family,",rules,"Agents from the ministry’s General Directorate for State Security frequently subjected foreign journalists, visiting foreign officials, diplomats, academics, and businesspersons to surveillance, including electronic surveillance."
2023,Cuba,cuba,academics,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"h. Arbitrary or Unlawful Interference with Privacy, Family,",rules,"Agents from the ministry’s General Directorate for State Security frequently subjected foreign journalists, visiting foreign officials, diplomats, academics, and businesspersons to surveillance, including electronic surveillance."
2023,Cuba,cuba,human rights activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"h. Arbitrary or Unlawful Interference with Privacy, Family,",rules,Human rights activists reported frequent government monitoring and disruption of cell phone and landline services prior to planned events or key anniversaries related to human rights.
2023,Cuba,cuba,Cuban Observatory of Human Rights,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"h. Arbitrary or Unlawful Interference with Privacy, Family,",rules,A study by the Cuban Observatory of Human Rights noted that relatives of political prisoners were often fired from their jobs or had their private business licenses canceled.
2023,Cuba,cuba,independent journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Violence and Harassment: Repression and forced exile were used to harass independent journalists.
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"According to the NGO Instituto Cubano por la Libertad de Expresión y Prensa (Cuban Institute for Freedom of Speech and Press), he was fined 4,120 Cuban pesos ($17) for his social media posts."
2023,Cuba,cuba,independent journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Forced exile was used against independent journalists.
2023,Cuba,cuba,journalist,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"In January, officials threatened to prosecute journalist Yoel Acosta Gómez, of independent outlet Cubanet, for an “attack against the state security” and “incitement to civil disobedience.” Acosta traveled to Guyana in June and went into exile in Brazil."
2023,Cuba,cuba,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Despite meeting government vetting requirements, journalists belonging to state media institutions who reported on sensitive subjects did so at personal risk."
2023,Cuba,cuba,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,The government harassed and threatened independent citizen journalists who reported on human rights abuses.
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"As of June, the NGO Article 19 registered 41 incidents regarding denials or restrictions of freedom of expression, including arbitrary detentions, house arrests, threats, and internet restrictions against 21 independent journalists of news outlets El Toque, Diario de Cuba, Cubanet, 14yMedio, La Joven Cuba, ADNCuba, and Palenque Visión."
2023,Cuba,cuba,independent journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"As of June, the NGO Article 19 registered 41 incidents regarding denials or restrictions of freedom of expression, including arbitrary detentions, house arrests, threats, and internet restrictions against 21 independent journalists of news outlets El Toque, Diario de Cuba, Cubanet, 14yMedio, La Joven Cuba, ADNCuba, and Palenque Visión."
2023,Cuba,cuba,media outlets,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Censorship or Content Restrictions for Members of the Press and Other Media, Including Online Media: The government or the PCC directly owned all print and broadcast media outlets and almost all widely available sources of information."
2023,Cuba,cuba,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Fearing harassment, many foreign journalists did not publish stories on human rights abuses while inside the country."
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"According to the NGO Proyecto Inventario (Project Inventory), which advocated for facilitating access to open data and public information, the government used legislation to prohibit the online publication of information contrary to the “social interest, morals, [and] good manners,” and to target, temporarily detain, fine, and sometimes confiscate cell phones of citizens, journalists, and activists."
2023,Cuba,cuba,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"According to the NGO Proyecto Inventario (Project Inventory), which advocated for facilitating access to open data and public information, the government used legislation to prohibit the online publication of information contrary to the “social interest, morals, [and] good manners,” and to target, temporarily detain, fine, and sometimes confiscate cell phones of citizens, journalists, and activists."
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"According to the NGO Proyecto Inventario (Project Inventory), which advocated for facilitating access to open data and public information, the government used legislation to prohibit the online publication of information contrary to the “social interest, morals, [and] good manners,” and to target, temporarily detain, fine, and sometimes confiscate cell phones of citizens, journalists, and activists."
2023,Cuba,cuba,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"The government selectively granted censored in-home internet access to certain areas of Havana and sectors of the population, consisting mostly of government officials, established professionals, professors, students, journalists, and artists."
2023,Cuba,cuba,Freedom House,international NGO,gazetteer,high,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"According to The Freedom on the Net 2022 report by Freedom House, the government routinely blocked numerous websites critical of the government’s human rights record."
2023,Cuba,cuba,Freedom House,international NGO,gazetteer,high,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,The government blocked access to Freedom House’s Freedom on the Net report.
2023,Cuba,cuba,human rights activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Human rights activists reported government employees tracked and “trolled” the social media accounts of activists.
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Human rights activists reported government employees tracked and “trolled” the social media accounts of activists.
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"This included allegations of state-linked accounts that harassed, offended, and threatened activists on social media."
2023,Cuba,cuba,independent activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,Independent activists and political parties other than the PCC faced greater obstacles than religious groups.
2023,Cuba,cuba,human rights groups,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,The government refused to allow independent demonstrations or public meetings by human rights groups or any others critical of government activity.
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"Several independent organizations, including opposition political parties and professional associations, operated as NGOs without legal recognition, and police sometimes raided their meetings."
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"For example, members of the Damas de Blanco (Ladies in White), an association of women political activists originally formed to protest the 2003 detention of their male relatives during the infamous “Black Spring,” were subjected to arbitrary arrest, constant surveillance of the house that served as the organization’s headquarters, and harassment by state officials and local PCC members."
2023,Cuba,cuba,Human Rights Watch,international NGO,gazetteer,high,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The European Union, Human Rights Watch, and Amnesty International criticized the arrests of Soler and her husband Angel Moya during the year."
2023,Cuba,cuba,Amnesty International,international NGO,gazetteer,high,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The European Union, Human Rights Watch, and Amnesty International criticized the arrests of Soler and her husband Angel Moya during the year."
2023,Cuba,cuba,European Union,intergovernmental,gazetteer,high,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The European Union, Human Rights Watch, and Amnesty International criticized the arrests of Soler and her husband Angel Moya during the year."
2023,Cuba,cuba,trade union,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The legal code did not allow an association to exist if there was already an existing association with the same scope that was connected to the PCC or other large organizations, such as the Federation of Cuban Women or the Cuban Trade Union."
2023,Cuba,cuba,academics,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"The affected persons included highly specialized medical personnel; military or security personnel; many government officials, including academics; and many former political prisoners and human rights activists."
2023,Cuba,cuba,human rights activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"The affected persons included highly specialized medical personnel; military or security personnel; many government officials, including academics; and many former political prisoners and human rights activists."
2023,Cuba,cuba,human rights activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"The government prohibited human rights activists, religious leaders, independent journalists, and artists from traveling outside the country to attend events related to human rights and democracy."
2023,Cuba,cuba,independent journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"The government prohibited human rights activists, religious leaders, independent journalists, and artists from traveling outside the country to attend events related to human rights and democracy."
2023,Cuba,cuba,human rights activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"The government used arbitrary or spurious reasons to deny permission for human rights activists and religious leaders to leave the country to participate in workshops, events, or training programs."
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,Activists reported they were subjected to a significant increase in interrogations and confiscations at the airport when arriving from abroad.
2023,Cuba,cuba,media reports,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"Intellectual Alina Bárbara López was not able to obtain a new passport because of “public interest.” In September, independent media reported at least 600 persons were denied permission to exit the country under a new rule the tax authority published in 2022 because they owed “significant public debts.” Media reports stated the government did not define a monetary value that would constitute “significant public debts” and instead arbitrarily applied the new rule."
2023,Cuba,cuba,Jorge Fernández Era,named (unclassified),pattern,medium,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,Writer and journalist Jorge Fernández Era reported police told him he could not exit the country because he refused to pay a fine that he said state security agents fabricated.
2023,Cuba,cuba,journalist,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,Writer and journalist Jorge Fernández Era reported police told him he could not exit the country because he refused to pay a fine that he said state security agents fabricated.
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,Exile: The government sought to pressure activists into exile to avoid extreme prison sentences or threats to their family.
2023,Cuba,cuba,Human Rights Watch,international NGO,gazetteer,high,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"Human Rights Watch stated that for Cubans who opposed the political system, there were two options: prison or exile."
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,The NGO Observatorio Cubano de Derechos Humanos (Cuban Observatory of Human Rights) annual report for 2022 documented 53 cases of activists and journalists exiled.
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,The NGO Observatorio Cubano de Derechos Humanos (Cuban Observatory of Human Rights) annual report for 2022 documented 53 cases of activists and journalists exiled.
2023,Cuba,cuba,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,The NGO Observatorio Cubano de Derechos Humanos (Cuban Observatory of Human Rights) annual report for 2022 documented 53 cases of activists and journalists exiled.
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,The government allowed some activists to leave the country only if they went into exile.
2023,Cuba,cuba,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"The government cooperated with the Office of the UN High Commissioner for Refugees (UNHCR) and other humanitarian organizations in providing protection and assistance to refugees, returning refugees, or asylum seekers, as well as other persons of concern."
2023,Cuba,cuba,United Nations,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"The United Nations reported there were an estimated 160 asylum seekers and refugees as of April, some of whom had been in the country for years."
2023,Cuba,cuba,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Temporary Protection: For the small number of cases of persons seeking asylum, the government worked with UNHCR to provide protection and assistance pending third-country resettlement."
2023,Cuba,cuba,media outlet,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,"In May, state-owned media outlet Cubadebate reported on the crackdown on a corruption net in Sancti Spíritus, focusing on four local officials of a local state-owned company who were selling products at three times the state-mandated price."
2023,Cuba,cuba,domestic human rights groups,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,International and Nongovernmental Monitoring and Investigation of Alleged Abuses of Human Rights The government did not recognize domestic human rights groups or permit them to function legally.
2023,Cuba,cuba,human rights organizations,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,Several human rights organizations continued to function outside the law.
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"The law also allowed for the prosecution of NGOs or activists if they received foreign support and engaged in “activities against the state or the constitutional order,” which could result in four to 10 years’ imprisonment."
2023,Cuba,cuba,activists,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"The law also allowed for the prosecution of NGOs or activists if they received foreign support and engaged in “activities against the state or the constitutional order,” which could result in four to 10 years’ imprisonment."
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,No officially recognized NGOs monitored human rights.
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,The government refused to recognize or meet with NGOs that monitored or promoted human rights.
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,There were reports that government agents harassed individuals who met with unauthorized NGOs.
2023,Cuba,cuba,human rights defenders,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"Retribution against Human Rights Defenders: The government subjected domestic human rights advocates to intimidation, harassment, periodic short-term detention, and long-term imprisonment on questionable charges."
2023,Cuba,cuba,journalist,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"For example, authorities reportedly detained Henry Constantín, a journalist and director of the independent media outlet La Hora de Cuba, along with his colleague José Luis Tan Estrada, when they attempted to attend the trial of human rights activist Lenelis Delgado Cué, who was being prosecuted for the crime of contempt in Camagüey."
2023,Cuba,cuba,independent media outlet,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"For example, authorities reportedly detained Henry Constantín, a journalist and director of the independent media outlet La Hora de Cuba, along with his colleague José Luis Tan Estrada, when they attempted to attend the trial of human rights activist Lenelis Delgado Cué, who was being prosecuted for the crime of contempt in Camagüey."
2023,Cuba,cuba,human rights activist,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"For example, authorities reportedly detained Henry Constantín, a journalist and director of the independent media outlet La Hora de Cuba, along with his colleague José Luis Tan Estrada, when they attempted to attend the trial of human rights activist Lenelis Delgado Cué, who was being prosecuted for the crime of contempt in Camagüey."
2023,Cuba,cuba,human rights defenders,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"Family members of human rights defenders, including their minor children, reportedly suffered reprisals related to the activities of their relatives."
2023,Cuba,cuba,activist,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"In April, state security officials summoned the daughter, age seven, of an activist for interrogation."
2023,Cuba,cuba,International Committee of the Red Cross,international NGO,gazetteer,high,Section 5. Governmental Posture Towards,,rules,"The United Nations or Other International Bodies: The government continued to deny international human rights organizations, including the United Nations, its affiliated organizations, and the International Committee of the Red Cross, access to prisoners and detainees, despite being a member of the UN Human Rights Council."
2023,Cuba,cuba,United Nations,UN body,gazetteer,high,Section 5. Governmental Posture Towards,,rules,"The United Nations or Other International Bodies: The government continued to deny international human rights organizations, including the United Nations, its affiliated organizations, and the International Committee of the Red Cross, access to prisoners and detainees, despite being a member of the UN Human Rights Council."
2023,Cuba,cuba,international human rights organizations,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"The United Nations or Other International Bodies: The government continued to deny international human rights organizations, including the United Nations, its affiliated organizations, and the International Committee of the Red Cross, access to prisoners and detainees, despite being a member of the UN Human Rights Council."
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"The NGOs Red Femenina de Cuba (Cuban Women’s Network), Observatorio de Alas Tensas (Taut Wings Observatory), and Yo Si Te Creo en Cuba (I Do Believe You) called on the state to update information on crimes against women and train officials to handle these crimes."
2023,Cuba,cuba,ngo,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"There were no official numbers for femicides, but the NGO Alas Tensas tracked 55 femicides through August."
2023,Cuba,cuba,observers,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Violence and Harassment: There were no reports of violence, but observers noted reporting was likely limited due to mistrust of police by the LGBTQI+ community, and by the government’s lack of mechanisms for data collection on crimes targeting LGBTQI+ persons and repression of domestic human rights organizations."
2023,Cuba,cuba,domestic human rights organizations,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Violence and Harassment: There were no reports of violence, but observers noted reporting was likely limited due to mistrust of police by the LGBTQI+ community, and by the government’s lack of mechanisms for data collection on crimes targeting LGBTQI+ persons and repression of domestic human rights organizations."
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,NGOs reported LGBTQI+ persons continued to face social stigma and discrimination in education and employment.
2023,Cuba,cuba,domestic human rights groups,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Involuntary or Coercive Medical or Psychological Practices: There were no reports of forced or involuntary so-called conversion therapy practiced on adults or minors to try to change a person’s sexual orientation or gender identity or expression, but reporting was believed to be limited due to social stigma and fear of reprisal as well as government suppression of domestic human rights groups, limiting their ability to collect and report such information."
2023,Cuba,cuba,domestic human rights groups,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Restrictions of Freedom of Expression, Association, or Peaceful Assembly: The government did not recognize domestic human rights groups independent from the government or permit them to function legally."
2023,Cuba,cuba,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Several unrecognized NGOs that promoted LGBTQI+ human rights faced government harassment for their independence from official government institutions.
2023,Cuba,cuba,independent activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"For example, the Ministry of Health sponsored an annual Pride celebration in May, but independent activists were barred from participating."
2023,Cuba,cuba,UNICEF,UN body,gazetteer,high,Section 6. Discrimination and Societal Abuses,,rules,"UNICEF partnered with the government to support inclusive education for 33,000 children with disabilities who attended dedicated special education schools."
2023,Cuba,cuba,trade union,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,Bargaining The law severely restricted worker rights by recognizing only the PCC- controlled Central Union of Cuban Workers (CTC) as the paramount trade union confederation.
2023,Cuba,cuba,trade union,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"To operate legally, a trade union was required to belong to the CTC."
2023,Cuba,cuba,International Labor Organization,UN body,gazetteer,high,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The International Labor Organization raised concerns regarding the trade union monopoly of the CTC, the prohibition on the right to strike, and restrictions on collective bargaining and agreements, including the way the law gave government authorities and higher-level CTC officials the final decision on all such agreements."
2023,Cuba,cuba,trade union,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The International Labor Organization raised concerns regarding the trade union monopoly of the CTC, the prohibition on the right to strike, and restrictions on collective bargaining and agreements, including the way the law gave government authorities and higher-level CTC officials the final decision on all such agreements."
2023,Cuba,cuba,independent trade unions,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,The government prevented the formation of independent trade unions in all sectors.
2023,Cuba,cuba,independent trade unions,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The de facto prohibition on independent trade unions virtually eliminated workers’ ability to organize independently, appeal against discriminatory dismissals, or seek redress for other workplace grievances."
2023,Cuba,cuba,independent trade union,unnamed/generic,generic,low,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,Together they constituted the Independent Trade Union Association of Cuba.
2023,Cuba,cuba,International Labor Organization,UN body,gazetteer,high,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,Occupational Safety and Health: The government set workplace occupational safety and health (OSH) standards and received technical assistance from the International Labor Organization to implement them.
2023,Cuba,cuba,civil society organizations,unnamed/generic,generic,low,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,Civil society organizations reported working conditions for doctors in hospitals were unsanitary and doctors worked long hours without sufficient access to food.
